indicatorConcept	MITRE12/Area, Arable land and Permanent crops	concept	wm/concept/indicator_and_reported_property/agriculture/Crop Production	0.6901892
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	concept	wm/concept/causal_factor/environment/natural_resources/land	0.6743189
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	concept	wm/concept/causal_factor/agriculture/crop_storage	0.56372035
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	concept	wm/concept/causal_factor/agriculture/crop	0.52964526
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	concept	wm/concept/causal_factor/agriculture/livestock production	0.5070787
indicatorConcept	MITRE12/Import Value, Tobacco	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/cross_boarder_trade/import/food import	0.6177242
indicatorConcept	MITRE12/Import Value, Tobacco	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/cross_boarder_trade/export/food export	0.6054375
indicatorConcept	MITRE12/Import Value, Tobacco	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/market/price/food_price	0.4918396
indicatorConcept	MITRE12/Import Value, Tobacco	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/market/price/oil price	0.46341437
indicatorConcept	MITRE12/Import Value, Tobacco	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/market/transaction/oil transaction	0.4530937
indicatorConcept	MITRE12/Population ages 60-64, male	concept	wm/concept/causal_factor/health_and_life/birth	0.41029528
indicatorConcept	MITRE12/Population ages 60-64, male	concept	wm/concept/causal_factor/health_and_life/death	0.32519665
indicatorConcept	MITRE12/Population ages 60-64, male	concept	wm/concept/causal_factor/social_and_political/education	0.28958553
indicatorConcept	MITRE12/Population ages 60-64, male	concept	wm/concept/causal_factor/social_and_political/threat/exploitation	0.27782708
indicatorConcept	MITRE12/Population ages 60-64, male	concept	wm/concept/causal_factor/health_and_life/disease/human disease	0.27028346
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	concept	wm/concept/causal_factor/environment/resource_management	0.5602592
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	concept	wm/concept/causal_factor/environment/pollution/air_pollution	0.5167274
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	concept	wm/concept/causal_factor/environment/forestry	0.5142762
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	concept	wm/concept/causal_factor/agriculture/crop	0.49811172
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	concept	wm/concept/causal_factor/environment/pollution/land_pollution	0.4977621
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	concept	wm/concept/causal_factor/environment/natural_resources/land	0.40971625
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	concept	wm/concept/causal_factor/intervention/provision of goods and services/provide livestock feed	0.38679814
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	concept	wm/concept/causal_factor/agriculture/pest	0.32886213
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	concept	wm/concept/causal_factor/access/infrastructure/water	0.3106685
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	concept	wm/concept/causal_factor/environment/natural_resources/water	0.31023684
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/market/revenue	0.462202
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	concept	wm/concept/causal_factor/health_and_life/death	0.43375424
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	concept	wm/concept/indicator_and_reported_property/conflict/population displacement	0.35810366
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	concept	wm/concept/causal_factor/condition/food_insecurity	0.35638317
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	concept	wm/concept/causal_factor/economic_and_commerce/economic activity/market/price/food_price	0.33820084
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	concept	wm/concept/indicator_and_reported_property/conflict/population displacement	0.5236181
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	concept	wm/concept/entity/person_and_group/population	0.4401805
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	concept	wm/concept/causal_factor/social_and_political/government/census	0.3778727
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	concept	wm/concept/causal_factor/health_and_life/death	0.31086612
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	concept	wm/concept/causal_factor/social_and_political/education	0.3087732
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	concept	wm/concept/causal_factor/environment/pollution/land_pollution	0.5735025
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	concept	wm/concept/causal_factor/agriculture/pest	0.54371476
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	concept	wm/concept/causal_factor/environment/natural_resources/land	0.5382886
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	concept	wm/concept/causal_factor/agriculture/livestock production	0.53329575
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	concept	wm/concept/causal_factor/environment/pollution/air_pollution	0.51898885
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	concept	wm/concept/causal_factor/agriculture/livestock production	0.61237997
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	concept	wm/concept/causal_factor/agriculture/crop	0.55096895
