unConcept	UN/events/weather/precipitation	mitre12	MITRE12/Rainfall	0.7757526
unConcept	UN/events/weather/precipitation	mitre12	MITRE12/Average precipitation in depth	0.63484764
unConcept	UN/events/weather/precipitation	mitre12	MITRE12/PM2.5 air pollution, mean annual exposure	0.47377715
unConcept	UN/events/weather/precipitation	mitre12	MITRE12/Percentage of livestock whose main water source is lakes	0.46660322
unConcept	UN/events/weather/precipitation	mitre12	MITRE12/Percentage of livestock whose main water source is rivers	0.45925426
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of cattle given out as bride price\/gift per household during last 4 weeks per household	0.08826002
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of sheep given out as bride price\/gift per household during last 4 weeks per household	0.0882187
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of poultry given out as bride price\/gift per household during last 4 weeks per household	0.088130586
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of goat given out as bride price\/gift per household during last 4 weeks per household	0.08732761
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of goat died\/slaughtered\/lost per  household during last 4 weeks	0.084283814
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/Transport services	0.693327
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/Travel services	0.67483217
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/International tourism, receipts for passenger transport items	0.6733566
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/International tourism, expenditures for passenger transport items	0.639774
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/International tourism, receipts for travel items	0.5966464
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Value, Forest products (export\/import)	0.78255874
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Export Value, Forest products (export\/import)	0.7361546
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Quantity, Pigmeat	0.7284795
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Quantity, Copra	0.7265239
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Quantity, Maize	0.7261422
unConcept	UN/events/human/political/political_instability	mitre12	MITRE12/Value, Political stability and absence of violence\/terrorism (index)	0.68211776
unConcept	UN/events/human/political/political_instability	mitre12	MITRE12/Internally displaced persons, total displaced by conflict and violence	0.6681291
unConcept	UN/events/human/political/political_instability	mitre12	MITRE12/Internally displaced persons, new displacement associated with conflict and violence	0.6651602
unConcept	UN/events/human/political/political_instability	mitre12	MITRE12/Legislation exists on domestic violence	0.63314354
unConcept	UN/events/human/political/political_instability	mitre12	MITRE12/Conflict incidences	0.6313534
unConcept	UN/temporal/seasons/crop_season	mitre12	MITRE12/Area harvested, Sunflower seed	0.58783007
unConcept	UN/temporal/seasons/crop_season	mitre12	MITRE12/Duration in months pasture is projected to last	0.5537098
unConcept	UN/temporal/seasons/crop_season	mitre12	MITRE12/Area harvested, Sesame seed	0.55209625
unConcept	UN/temporal/seasons/crop_season	mitre12	MITRE12/Area harvested, Vegetables Primary	0.5418285
unConcept	UN/temporal/seasons/crop_season	mitre12	MITRE12/Area harvested, Sorghum	0.52788746
unConcept	UN/events/human/agriculture/planting	mitre12	MITRE12/Area harvested, Sunflower seed	0.5183447
unConcept	UN/events/human/agriculture/planting	mitre12	MITRE12/Area harvested, Vegetables Primary	0.51560974
unConcept	UN/events/human/agriculture/planting	mitre12	MITRE12/Livestock units per agricultural land area, Major livestock types	0.50689673
unConcept	UN/events/human/agriculture/planting	mitre12	MITRE12/Production, Vegetables Primary	0.48902068
unConcept	UN/events/human/agriculture/planting	mitre12	MITRE12/Emissions (CO2eq) (Burning biomass), Organic soils	0.48525277
unConcept	UN/entities/natural/natural_resources/abiotic_resources/water	mitre12	MITRE12/Percentage of livestock whose main water source is natural ponds	0.7112516
unConcept	UN/entities/natural/natural_resources/abiotic_resources/water	mitre12	MITRE12/Percentage of livestock whose main water source is rivers	0.7111447
unConcept	UN/entities/natural/natural_resources/abiotic_resources/water	mitre12	MITRE12/Percentage of livestock whose main water source is lakes	0.7090125
unConcept	UN/entities/natural/natural_resources/abiotic_resources/water	mitre12	MITRE12/Level of water stress: freshwater withdrawal as a proportion of available freshwater resources	0.700781
unConcept	UN/entities/natural/natural_resources/abiotic_resources/water	mitre12	MITRE12/Percentage of livestock whose main water source is traditional river wells	0.69828993
unConcept	UN/events/human/death	mitre12	MITRE12/Cause of death, by non-communicable diseases	0.71006376
unConcept	UN/events/human/death	mitre12	MITRE12/Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions	0.70439744
unConcept	UN/events/human/death	mitre12	MITRE12/Lifetime risk of maternal death	0.70313185
unConcept	UN/events/human/death	mitre12	MITRE12/Cause of death, by injury	0.697343
unConcept	UN/events/human/death	mitre12	MITRE12/Battle-related deaths	0.6658299
unConcept	UN/entities/food_availability	mitre12	MITRE12/Production, Meat, chicken	0.6965198
unConcept	UN/entities/food_availability	mitre12	MITRE12/Food aid shipments, Cereals	0.6950886
unConcept	UN/entities/food_availability	mitre12	MITRE12/Production, Meat indigenous, total	0.6949745
unConcept	UN/entities/food_availability	mitre12	MITRE12/Import Value, Total Meat	0.6926464
unConcept	UN/entities/food_availability	mitre12	MITRE12/Import Value, Infant food	0.6867154
unConcept	UN/entities/human/financial/economic/fuel	mitre12	MITRE12/Production, Wood fuel, non-coniferous	0.7715134
unConcept	UN/entities/human/financial/economic/fuel	mitre12	MITRE12/Production, Wood fuel	0.7715134
unConcept	UN/entities/human/financial/economic/fuel	mitre12	MITRE12/Pump price for diesel fuel	0.7412301
unConcept	UN/entities/human/financial/economic/fuel	mitre12	MITRE12/Electricity production from oil, gas and coal sources	0.7300478
unConcept	UN/entities/human/financial/economic/fuel	mitre12	MITRE12/Fossil fuel energy consumption	0.70936775
