indicatorConcept	MITRE12/Area, Arable land and Permanent crops	mitre12	UN/entities/natural/natural_resources/abiotic_resources/land	0.6759778
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	mitre12	UN/events/human/agriculture/farming	0.6264838
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	mitre12	UN/events/human/agriculture/food_production	0.6105937
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	mitre12	UN/entities/natural/natural_resources/biotic_resources/biotic_resources	0.5728623
indicatorConcept	MITRE12/Area, Arable land and Permanent crops	mitre12	UN/entities/natural/crop_technology/crop_storage	0.571121
indicatorConcept	MITRE12/Import Value, Tobacco	mitre12	UN/entities/human/financial/economic/import	0.71330655
indicatorConcept	MITRE12/Import Value, Tobacco	mitre12	UN/entities/human/financial/economic/export	0.66737056
indicatorConcept	MITRE12/Import Value, Tobacco	mitre12	UN/entities/human/food/food_price	0.49669036
indicatorConcept	MITRE12/Import Value, Tobacco	mitre12	UN/events/human/agriculture/food_production	0.45012856
indicatorConcept	MITRE12/Import Value, Tobacco	mitre12	UN/entities/natural/crop_technology/product	0.44773868
indicatorConcept	MITRE12/Population ages 60-64, male	mitre12	UN/events/human/death	0.3289259
indicatorConcept	MITRE12/Population ages 60-64, male	mitre12	UN/entities/human/education	0.2936312
indicatorConcept	MITRE12/Population ages 60-64, male	mitre12	UN/entities/human/health/disease	0.27650446
indicatorConcept	MITRE12/Population ages 60-64, male	mitre12	UN/entities/human/population	0.2699091
indicatorConcept	MITRE12/Population ages 60-64, male	mitre12	UN/entities/natural/biology/fauna	0.2683822
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	mitre12	UN/entities/natural/crop_technology/fertilizer	0.5745723
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	mitre12	UN/events/nature_impact/resource_management	0.5603772
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	mitre12	UN/events/nature_impact/pollution/air_pollution	0.5167274
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	mitre12	UN/entities/natural/natural_resources/biotic_resources/biotic_resources	0.51653117
indicatorConcept	MITRE12/Direct emissions (N2O) (Manure management), Chickens	mitre12	UN/events/nature_impact/forestry	0.51439416
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	mitre12	UN/entities/natural/natural_resources/abiotic_resources/land	0.41137516
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	mitre12	UN/entities/natural/biology/flora	0.3516381
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	mitre12	UN/entities/natural/natural_resources/biotic_resources/biotic_resources	0.3464595
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	mitre12	UN/entities/natural/pest	0.3317659
indicatorConcept	MITRE12/Manure left on pasture that volatilises (N content), Sheep and Goats	mitre12	UN/entities/natural/biology/ecosystem	0.32764083
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	mitre12	UN/entities/human/financial/economic/revenue	0.46790305
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	mitre12	UN/events/human/death	0.43748352
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	mitre12	UN/entities/human/food/food_insecurity	0.3543718
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	mitre12	UN/entities/natural/crop_technology/product	0.35431615
indicatorConcept	MITRE12/Percentage of poultry loss accounted for by theft	mitre12	UN/entities/human/financial/economic/economy	0.3495694
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	mitre12	UN/entities/human/population	0.4420665
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	mitre12	UN/entities/human/government/government_actions/census	0.37815565
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	mitre12	UN/events/human/agriculture/farming	0.34273773
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	mitre12	UN/events/human/death	0.3145954
indicatorConcept	MITRE12/Employment to population ratio, 15+, male	mitre12	UN/entities/human/education	0.31281883
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	mitre12	UN/entities/natural/biology/flora	0.5835355
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	mitre12	UN/entities/natural/crop_technology/fertilizer	0.58309567
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	mitre12	UN/events/nature_impact/pollution/land_pollution	0.5735025
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	mitre12	UN/events/human/agriculture/farming	0.5487232
indicatorConcept	MITRE12/Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle	mitre12	UN/entities/natural/pest	0.5466185
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	mitre12	UN/entities/natural/crop_technology/fertilizer	0.6279967
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	mitre12	UN/entities/natural/livestock	0.6191538
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	mitre12	UN/entities/natural/biology/flora	0.55717516
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	mitre12	UN/entities/natural/crop	0.5538727
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Cattle, dairy	mitre12	UN/entities/natural/pest	0.549527
indicatorConcept	MITRE12/Yield, Coarse Grain, Total	mitre12	UN/events/human/agriculture/food_production	0.33379468
indicatorConcept	MITRE12/Yield, Coarse Grain, Total	mitre12	UN/entities/human/financial/economic/currency	0.32628778
indicatorConcept	MITRE12/Yield, Coarse Grain, Total	mitre12	UN/entities/human/financial/economic/inflation	0.300843
indicatorConcept	MITRE12/Yield, Coarse Grain, Total	mitre12	UN/entities/natural/crop	0.24542671
indicatorConcept	MITRE12/Yield, Coarse Grain, Total	mitre12	UN/entities/human/food/food_price	0.24378774
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Chickens, layers	mitre12	UN/entities/natural/crop_technology/fertilizer	0.62543625
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Chickens, layers	mitre12	UN/entities/natural/crop	0.5693087
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Chickens, layers	mitre12	UN/entities/natural/biology/flora	0.55887794
indicatorConcept	MITRE12/Manure (N content that volatilises) (Manure on pasture), Chickens, layers	mitre12	UN/entities/natural/pest	0.55326647
